10   1   -13587.1
10   11   -13598.2
10   12   -13599.4
10   13   -13600.5
10   14   -13601.4
10   15   -13602.6
10   16   -13603.5
10   17   -13604.7
10   18   -13606
10   19   -13607
10   2   -13588.2
10   20   -13607.9
10   21   -13609
10   22   -13610
10   23   -13611
10   24   -13612.1
10   25   -13613.2
10   26   -13614.2
10   27   -13615.3
10   28   -13616.3
10   29   -13617.5
10   3   -13589.4
10   30   -13618.4
10   4   -13590.5
10   5   -13591.7
10   6   -13592.8
10   7   -13593.8
10   8   -13595
10   9   -13596.1
11   1   -13585.2
11   10   -13594.7
11   11   -13596.5
11   12   -13597.5
11   13   -13598.7
11   14   -13599.9
11   15   -13601
11   16   -13601.8
11   17   -13603.2
11   18   -13603.1
11   19   -13605.3
11   2   -13586.3
11   20   -13606.1
11   21   -13607.5
11   22   -13608.5
11   23   -13609.4
11   24   -13610.6
11   25   -13611.6
11   26   -13612.8
11   27   -13613.9
11   28   -13614.7
11   29   -13615.8
11   3   -13587.6
11   30   -13617
11   4   -13588.3
11   5   -13589.9
11   6   -13591
11   7   -13592.1
11   8   -13593.2
11   9   -13594.2
12   1   -13583.2
12   10   -13593.6
12   11   -13594.7
12   12   -13595.9
12   13   -13597
12   14   -13598.2
12   15   -13599.2
12   16   -13600.3
12   17   -13601.3
12   18   -13602.5
12   19   -13603.6
12   2   -13584.4
12   20   -13604.7
12   21   -13605.8
12   22   -13606.6
12   23   -13608.1
12   24   -13609.2
12   25   -13610.1
12   26   -13611.2
12   27   -13612.2
12   28   -13613.1
12   29   -13614.3
12   3   -13585.7
12   30   -13615.3
12   4   -13586.9
12   5   -13588.1
12   6   -13589.3
12   7   -13590.3
12   8   -13591.5
12   9   -13592.4
13   1   -13581.4
13   10   -13591.9
13   11   -13592.9
13   12   -13594.2
13   13   -13595.2
13   14   -13596.2
13   15   -13597.4
13   16   -13598.6
13   17   -13599.6
13   18   -13600.7
13   19   -13601.7
13   2   -13582.7
13   20   -13603
13   21   -13604.1
13   22   -13605.3
13   23   -13606.3
13   24   -13607.4
13   25   -13608.4
13   26   -13609.5
13   27   -13610.7
13   28   -13611.4
13   29   -13612.6
13   3   -13583.9
13   30   -13613.8
13   4   -13585
13   5   -13586.2
13   6   -13587.4
13   7   -13588.6
13   8   -13589.6
13   9   -13590.8
14   1   -13579.5
14   10   -13590.2
14   11   -13591.3
14   12   -13592.4
14   13   -13593.5
14   14   -13594.6
14   15   -13595.8
14   16   -13596.8
14   17   -13597.9
14   18   -13599
14   19   -13600.2
14   2   -13580.8
14   20   -13601.3
14   21   -13602.3
14   22   -13603.4
14   23   -13604.6
14   24   -13605.6
14   25   -13606.7
14   26   -13607.8
14   27   -13608.9
14   28   -13610
14   29   -13611.1
14   3   -13581.9
14   30   -13612.2
14   4   -13583.1
14   5   -13584.4
14   6   -13585.6
14   7   -13586.7
14   8   -13587.9
14   9   -13589
1   1   -13603.8
1   10   -13612.4
1   11   -13613.4
1   12   -13614.4
1   13   -13615.3
1   14   -13616.3
1   15   -13617.3
1   16   -13618.3
1   17   -13619.2
1   18   -13620.2
1   19   -13620.8
1   2   -13604.8
1   20   -13622.1
1   21   -13623.1
1   22   -13624.1
1   23   -13625
1   24   -13626
1   25   -13627
1   26   -13627.9
1   27   -13628.9
1   28   -13630
1   29   -13630.9
1   3   -13605.7
1   30   -13631.9
1   4   -13606.7
1   5   -13607.6
1   6   -13608.6
1   7   -13609.6
1   8   -13610.5
1   9   -13611.5
2   1   -13601.9
2   10   -13610.8
2   11   -13611.8
2   12   -13612.7
2   13   -13613.7
2   14   -13614.7
2   15   -13615.7
2   16   -13616.7
2   17   -13617.6
2   18   -13618.6
2   19   -13619.5
2   2   -13602.9
2   20   -13620.6
2   21   -13621.2
2   22   -13622.6
2   23   -13623.5
2   24   -13624.6
2   25   -13624.9
2   26   -13626
2   27   -13626.9
2   28   -13628.4
2   29   -13629.5
2   3   -13603.9
2   30   -13630.4
2   4   -13604.9
2   5   -13605.9
2   6   -13606.9
2   7   -13607.9
2   8   -13608.8
2   9   -13609.8
3   1   -13600.1
3   10   -13609.1
3   11   -13610.1
3   12   -13611.1
3   13   -13612
3   14   -13613
3   15   -13614.1
3   16   -13615.1
3   17   -13616
3   18   -13617
3   19   -13618
3   2   -13601.1
3   20   -13619
3   21   -13620
3   22   -13620.9
3   23   -13621.9
3   24   -13622.9
3   25   -13623.9
3   26   -13624.9
3   27   -13625.9
3   28   -13626.9
3   29   -13627.9
3   3   -13602.1
3   30   -13628.9
3   4   -13603.1
3   5   -13604.1
3   6   -13605.1
3   7   -13606.1
3   8   -13607
3   9   -13608.1
4   1   -13598.2
4   10   -13607.6
4   11   -13608.4
4   12   -13609.5
4   13   -13610.5
4   14   -13611.6
4   15   -13612.4
4   16   -13613.5
4   17   -13614.6
4   18   -13615.5
4   19   -13616.5
4   2   -13599.3
4   20   -13617.4
4   21   -13618.5
4   22   -13619.4
4   23   -13620.4
4   24   -13621.5
4   25   -13622.4
4   26   -13623.4
4   27   -13624.4
4   28   -13625.4
4   29   -13626.3
4   3   -13600.3
4   30   -13627.3
4   4   -13601.3
4   5   -13602.3
4   6   -13603.4
4   7   -13604.4
4   8   -13605.4
4   9   -13606.4
5   1   -13596.3
5   10   -13605.8
5   11   -13606.6
5   12   -13607.9
5   13   -13608.9
5   14   -13609.9
5   15   -13610.9
5   16   -13611.8
5   17   -13612.8
5   18   -13613.9
5   19   -13614.9
5   2   -13597.4
5   20   -13615.9
5   21   -13616.8
5   22   -13617.9
5   23   -13618.9
5   24   -13619.9
5   25   -13620.9
5   26   -13621.9
5   27   -13622.9
5   28   -13623.9
5   29   -13624.9
5   3   -13598.5
5   30   -13625.9
5   4   -13599.5
5   5   -13600.6
5   6   -13601.7
5   7   -13602.7
5   8   -13603.7
5   9   -13604.8
6   1   -13594.5
6   10   -13604.1
6   11   -13604.5
6   12   -13606.2
6   13   -13607.3
6   14   -13608.2
6   15   -13609.4
6   16   -13610.2
6   17   -13611.3
6   18   -13612.4
6   19   -13613.4
6   2   -13595.6
6   20   -13614.2
6   21   -13615.2
6   22   -13616.4
6   23   -13617.4
6   24   -13618.3
6   25   -13619.5
6   26   -13620.3
6   27   -13621.3
6   28   -13622.5
6   29   -13623.4
6   3   -13596.7
6   30   -13624.4
6   4   -13597.8
6   5   -13598.8
6   6   -13599.9
6   7   -13600.9
6   8   -13602
6   9   -13603
7   1   -13592.7
7   10   -13602.4
7   11   -13603.4
7   12   -13604.6
7   13   -13605.6
7   14   -13606.7
7   15   -13606.8
7   16   -13608.6
7   17   -13609.7
7   18   -13610.9
7   19   -13611.7
7   2   -13593.7
7   20   -13612.7
7   21   -13614
7   22   -13615
7   23   -13615.7
7   24   -13616.8
7   25   -13618
7   26   -13618.8
7   27   -13619.8
7   28   -13620.8
7   29   -13621.9
7   3   -13594.9
7   30   -13623
7   4   -13596
7   5   -13597
7   6   -13598.1
7   7   -13599.2
7   8   -13600.3
7   9   -13601.3
8   1   -13590.8
8   10   -13600.6
8   11   -13601.7
8   12   -13602.7
8   13   -13603.9
8   14   -13604.8
8   15   -13606
8   16   -13607
8   17   -13608.4
8   18   -13609
8   19   -13610.2
8   2   -13591.9
8   20   -13611.2
8   21   -13612
8   22   -13613.2
8   23   -13614.2
8   24   -13615.2
8   25   -13616.1
8   26   -13617.3
8   27   -13618.4
8   28   -13619.3
8   29   -13620.3
8   3   -13593
8   30   -13621.3
8   4   -13594.2
8   5   -13595.2
8   6   -13596.4
8   7   -13597.4
8   8   -13598.6
8   9   -13599.5
9   1   -13588.9
9   10   -13598.9
9   11   -13599.9
9   12   -13601
9   13   -13602.1
